product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
050ab8e1f87a468de0eed97451da3efd,bebes,52,1488,1,8450,76,21,21
0521fe3eb04940304b489d0fb49a37dd,ferramentas_jardim,58,686,1,1450,90,6,18
0522015abfd1094949180dee8dacbdf9,moveis_decoracao,57,314,1,400,40,15,40
052413504e5295cd66ec4ced0b310062,relogios_presentes,55,570,1,165,16,10,12
0526bcd59b4bbb167f8a4e93d56c0a07,automotivo,57,408,4,100,24,2,17
052b8660ee8a9ee18815d9b276694a10,perfumaria,47,540,2,107,17,12,14
0534940d69bf94dc61c0e722b4168235,moveis_decoracao,32,337,1,2300,45,25,20
054515fd15bc1a2029f10de97ffa9120,esporte_lazer,50,799,1,150,18,18,18
0546131238f7e9d6b5c24dbb5d8e3133,beleza_saude,60,3200,4,1450,34,6,24
0554df77f3ed2e36e06c60eb65dc357a,beleza_saude,56,929,1,300,17,13,13
056193fc88b3f131fae751356896b168,utilidades_domesticas,59,1996,1,8950,40,30,40
0581c05e8e3c0d17ea0ef8904419ec00,utilidades_domesticas,59,667,1,1250,30,30,30
058453fe8a9473eceee27349de3b38ac,relogios_presentes,60,517,3,750,48,16,25
058b372f969b59e8c4a27e224243909c,papelaria,52,90,2,5650,20,30,20
059344baebbeaa42fa9f2bbe11b1583e,construcao_ferramentas_iluminacao,55,1548,4,1400,24,15,38
059ca09d32720d9adce3ae12e181339d,perfumaria,50,676,1,426,20,16,17
05a9dadb8402b6b7ae3dd28f7da187b5,informatica_acessorios,59,3314,2,2950,20,20,20
05ad2310de31ddb8bc7f976b6fe02db7,utilidades_domesticas,55,2812,7,750,30,12,30
05af73bb3143cbc5233c1cdff4a767b5,moveis_sala,28,102,2,2700,47,6,47
05c2523e08c5262f1ee172b332c3ea44,informatica_acessorios,57,178,2,100,16,2,11
05c8eb0ae68c09cae5b68d673652e7f8,eletronicos,50,315,1,200,21,7,14
05d0558798a718f6f4658acd8b0e65e1,automotivo,58,314,3,1550,37,10,36
05d3d52aea100aa2f887fd940991f040,beleza_saude,25,2653,2,500,16,2,11
05f0fe07929d35be0748fac56eecbeb2,beleza_saude,60,919,1,200,22,3,15
05f8865da7fa719bf5e94039cfe17c4d,beleza_saude,48,910,3,1900,47,70,11
05fd551a225783b6a2b14d1e3d1a6372,automotivo,44,1131,1,250,30,11,16
060109450b2f49e4d5c4fdfd3d8ebc34,utilidades_domesticas,56,497,3,450,18,8,13
0602bc6086443c4e9b9e5ba88119ce08,perfumaria,32,219,1,133,21,12,19
0606451146029c2f85c958b9cce49735,relogios_presentes,56,738,4,450,16,11,12
060890b1af8cc031e9dde49cf544f884,automotivo,57,662,1,2900,61,8,61
0609678aec06f28cd8e177550d26e73b,cama_mesa_banho,51,394,1,1400,20,30,26
060c17562f97e5bb60bc0dfa4dd5b3f2,informatica_acessorios,40,675,1,150,18,6,14
060cb19345d90064d1015407193c233d,automotivo,49,608,1,7150,65,10,65
060f0122cdc8f25db4a0d7359fdae7b0,relogios_presentes,50,835,5,250,16,2,11
062619359d5f9a664606cb2a6ccb477a,beleza_saude,64,1394,1,2000,20,20,20
0640a217fe729c5b8f61fd475f1fc22c,telefonia,60,786,5,350,17,4,12
0645b477d9a79945e55ec6be1605b5a0,brinquedos,13,452,2,1200,40,28,28
06484143f7046fc1c2ec000aba13e28a,esporte_lazer,38,912,1,900,16,20,20
065ced48dd97c1b3322fab19e5844542,bebes,53,958,1,450,20,15,15
0663a33c86fed5322e603ef430775b7b,papelaria,56,99,4,800,25,60,35
06731ce59716357095ed1a25850320b8,moveis_cozinha_area_de_servico_jantar_e_jardim,37,694,4,1700,100,3,60
067e6da1c75010f933e68b76efb2273f,utilidades_domesticas,58,451,4,8575,33,48,38
0688d52e92d927814617e26d7702df10,perfumaria,30,238,2,133,21,12,19
068ceaa8a3d9d385cbf53d5335f89f80,utilidades_domesticas,42,395,1,1200,27,18,23
069a004edf898d16c9331bafd6ac7f46,moveis_decoracao,28,929,4,950,25,25,25
06abf4be826ed1d548e8a22a3d75d912,beleza_saude,59,1811,6,5250,56,17,40
06b3565e07ddba55a46439bb0035af89,beleza_saude,58,1926,1,2500,35,15,15
06bf70b6e1d67d96308235ef350edc61,brinquedos,48,284,2,950,105,10,11
06c38a87544301cba8b0fb5a0796383d,brinquedos,45,553,5,2300,98,12,20
06c6e01186af8b98ee1fc9e01f9471e9,informatica_acessorios,53,144,2,200,25,5,15
06c950c36d589b39b34f5dc1d4a75e29,beleza_saude,53,885,4,667,30,14,16
06ddfdf210c7e0259854ee543215088d,,,,,100,16,3,11
06e73ddcb54620a36bfdb2e073c4dc40,fashion_bolsas_e_acessorios,48,357,5,150,16,9,11
06e95441ade9262a325f6d5c1561cbb4,casa_construcao,51,864,6,750,16,18,16
06edb72f1e0c64b14c5b79353f7abea3,cama_mesa_banho,39,161,2,350,25,8,19
06ef9525b604908b6ef27fa630b4f22f,eletrodomesticos,60,192,1,1800,66,7,38
06f0e85c7892d5df893f332706340af1,papelaria,57,301,3,9850,30,19,60
06f2166336faca73c644b11eaca22d06,informatica_acessorios,60,635,1,600,16,13,13
06f24f9b9f5892496a4db38e42a6acc7,utilidades_domesticas,56,655,4,1050,24,32,24
06f4fde9ce07b3d2bfab78494343c5da,informatica_acessorios,53,488,1,200,18,9,16
06f89d2b2a8b4994e56366402feacba9,consoles_games,58,1811,4,750,16,8,11
06fb87866499b0e65992b2d88aca8282,relogios_presentes,49,666,2,700,17,13,13
0705b33fb285827a578fce4899f1b921,esporte_lazer,35,650,1,400,95,6,47
071b82cad6de748755bb587ff3feec2e,cool_stuff,60,797,2,4700,42,25,15
071e6d5971d28c9cbbf618b5123f8284,moveis_decoracao,57,1981,3,6100,80,4,55
0727e18d559a15ca5b2b9f76274d19ec,eletronicos,31,335,1,125,22,11,16
07313d7b1ca6dbf3885412a763b626c5,informatica_acessorios,28,690,1,100,16,2,11
0736b2e56f06e14d3aa1bef54de26052,telefonia,33,367,3,75,19,3,11
073afdaeb2d71d4da3ce0c6935614289,cama_mesa_banho,49,385,2,900,30,10,20
073ed404e3aec5b0a486334c05ee2fe9,relogios_presentes,35,535,1,458,18,11,14
074112f674682b5e218463ce1732945b,brinquedos,52,1314,4,9450,89,53,12
0751d46ff778c72973f67da627093303,relogios_presentes,57,623,2,317,18,13,14
076743539f8476d5c8a1e4e7b62ffc26,moveis_decoracao,57,108,11,3000,40,8,35
0768657d39e02ff11e1a30708e010588,telefonia_fixa,47,246,2,200,16,2,11
07691def223b4568e8ecb5a5b30574b1,telefonia,58,1568,1,150,18,6,20
076e36bd0e2aebb35184d08c8e0f032b,utilidades_domesticas,44,154,1,1950,30,20,20
076e4ce53c8914382e7ff3732511b17e,beleza_saude,22,363,2,633,26,9,22
077599a82ee54960bc4f4c941b0d1359,beleza_saude,53,1140,3,1600,18,8,20
0780ab4d63c3fa0b95d7f17f66a3444c,informatica_acessorios,59,393,1,1000,30,6,16
07821918ef487fd64eb20b3c8aeb897f,informatica_acessorios,52,1873,1,267,16,16,16
078e8db43688ea060cf754e7bd2b92e7,cama_mesa_banho,46,252,1,475,65,4,45
079189201e6c6f0b0f70d118fff53fd5,beleza_saude,36,1331,2,450,20,6,13
07a2b4290dce4edc619005d1a6348439,fashion_bolsas_e_acessorios,57,457,2,500,16,5,30
07a446d7cf0e22333d2032294c408cca,papelaria,58,895,1,11650,45,25,45
07a949f27854f64558f8babcfec441cc,cama_mesa_banho,58,254,1,2800,40,20,40
07b6a220c2eaa7e458c5df73daec6e6e,ferramentas_jardim,29,318,1,4600,45,13,34
07bcd890d449e493b4ec23d05a9e40ee,esporte_lazer,34,237,3,800,30,15,20
07c055536ebf10dfbb6c6db6dbfc36e5,moveis_decoracao,59,473,1,600,30,3,20
07c892834f576948885b91255a310002,cama_mesa_banho,46,383,1,1200,37,9,30
07f381c65e8e66460c07781b9b1b8834,moveis_escritorio,45,1156,2,17050,63,62,24
07ffc018eaf23e086370dea42c74077b,construcao_ferramentas_jardim,55,2039,5,185,21,7,14
081cac4fc215928a462eb2c06a14dffe,eletrodomesticos,50,718,3,150,16,8,16
0820af09ddc75b84841b1fab4da4be9b,eletrodomesticos,60,462,1,100,18,8,13
0830788ce2a21bb3aacbd956403f7851,esporte_lazer,49,443,1,1450,49,12,27
083e8ca099c4307911ac90d162896350,automotivo,47,790,2,300,16,5,11
083ffd30820b592e294de7ed668ff975,informatica_acessorios,49,944,3,300,23,8,19
08401f48b67a852d06105725c3013eff,brinquedos,58,739,5,350,28,10,12
084461b396a7e044af9229534fa03b51,informatica_acessorios,63,601,5,1200,46,36,11
08462528607b71ea62cbc019d91b001e,beleza_saude,31,591,2,650,16,10,11
08528915e9c75fe961048c13928b527f,moveis_decoracao,39,211,3,500,40,11,35
08574b074924071f4e201e151b152b4e,ferramentas_jardim,36,450,1,9000,42,12,39
085860688be9891f26e36a6ebc27cf6d,pet_shop,42,536,5,1400,50,30,40
086351823300e0339f6955b27998c186,cama_mesa_banho,49,189,1,3305,65,12,45
0891f8ac9e3d7252ec5c162da0b0b86c,utilidades_domesticas,55,309,2,500,16,10,12
089245791e0895da94a8791bd68a2085,automotivo,57,176,4,150,20,20,20
089526cae28a7fd487bfb3bab161d701,informatica_acessorios,44,433,1,200,17,8,11
08a02dac474e64a14808f8078407eff2,cama_mesa_banho,56,581,2,4850,43,15,33
08a58dc963320d6073623382b9ceb920,informatica_acessorios,56,2590,5,400,17,7,13
08a60a2b8d7362c5da1b6bc61f7d1191,instrumentos_musicais,57,999,10,5400,50,17,38
08a7edee09bde7cfc9504bc369e64cb1,beleza_saude,52,637,1,917,28,16,20
08b2b99a87e01c87c200a459bb3f4bc7,beleza_saude,43,225,1,1100,27,9,14
08bc541b873d8c1ecd4e6bdd1d287c97,automotivo,50,1145,3,500,16,5,11
08bcc2d85da3a9c0e2ac1cc28b67418d,livros_tecnicos,38,3543,1,350,23,2,16
08c63555bbee955cad9c6a9feab9e9d4,utilidades_domesticas,38,193,1,11350,43,35,34
08c816d9a716567bf436173ef6f5f12e,eletronicos,60,740,1,150,18,12,15
08d76e49b8206d0cfb7456fe3aa7d3b4,moveis_decoracao,59,963,1,800,24,6,24
08eada1514424f37cd0704a5f45c1e07,relogios_presentes,58,659,2,450,21,14,14
08fb1fed44ecc852b3ab9363b00d1c03,telefonia,58,734,4,350,17,4,12
0900e9b18da6627157a7e47a8ac8fc08,relogios_presentes,56,179,3,200,16,2,20
090621b8ea8b2c856067283a91b493e9,beleza_saude,60,1805,1,3600,25,25,25
0906a34d45f9f37ebc1f2aa5ad4582c4,cama_mesa_banho,52,372,1,650,16,10,16
090ab1523d3fe5832c09a55b7195e32b,telefonia,41,391,2,117,18,6,12
091af6c2d579fe0926b4fcb8db07f78e,esporte_lazer,58,920,2,2350,20,20,20
092be1e8336fc404c57bd5970d056886,alimentos,53,869,1,750,16,12,15
0935f6cccc192ab670cdaa08c2b574d4,utilidades_domesticas,22,300,1,4220,48,52,38
09364ccfda8448d03ae4082f6044b16e,informatica_acessorios,56,924,1,200,16,10,16
096b00d9037146606b19d614cd67ab65,beleza_saude,56,406,4,100,16,5,11
097ce3b5d4710b24d4a113b394ef2566,informatica_acessorios,48,411,1,242,22,15,15
097d5a4bed2be012b4e46e6f5ae0694b,beleza_saude,60,1162,1,833,16,12,18
09a9117d69aeb6275e4f3187bd2eb45c,fashion_bolsas_e_acessorios,57,284,3,100,16,6,11
09b069a1846b0e666a398952c8ba1605,esporte_lazer,50,3129,1,350,18,8,14
09b0d15a8cc9a84e7af7e0225f67dc45,moveis_decoracao,52,252,1,1400,20,20,20
09c2dde20d43a2b79ec17fa25a5ad6b6,pet_shop,55,703,1,1500,50,30,33
09c3a2ea33f044aebffecd6681e00133,moveis_decoracao,45,494,1,1150,35,23,35
09c85a316aae843ab464c8c55d6f8b80,automotivo,25,728,1,850,25,25,25
09cd1c07b1920158011ed5247fa5a65b,relogios_presentes,56,621,3,500,19,9,15
09d934535911e9af88dda1e31735379d,,,,,19200,64,40,48
09ebc052c8e265f5ea1e86320c049322,moveis_decoracao,40,249,4,7250,62,6,62
09f80ba142f03fa8ccc8d62ff68b6d1d,informatica_acessorios,36,499,1,800,18,9,16
09ffd5e043f6d44ca166be7f91dab462,moveis_decoracao,58,315,4,800,32,2,20
0a1ca683d91a7cb9b806f3710873bf47,perfumaria,50,1584,3,700,18,6,17
0a27be3536127164b11173c57f14a2da,perfumaria,53,613,1,500,23,8,15
0a27ed1c4807a2257f67ab0cbf3cfaf4,utilidades_domesticas,58,941,3,125,28,9,18
0a29ce51f88190dc32d9f6a23f7e9a8c,utilidades_domesticas,42,245,4,150,19,4,11
0a4093a4af429dc0a9334300e5c13ae5,beleza_saude,56,389,1,300,16,5,15
0a41699cb57f40c605d3cfdddd61673b,esporte_lazer,44,961,4,550,40,10,16
0a4dea9eaeaaea5b7894a9a4ec6ed660,informatica_acessorios,59,1434,1,250,21,14,11
0a57f7d2c983bcf8188589a5fea4a8da,relogios_presentes,33,932,1,396,18,11,14
0a5a41c678bcf81e041826bb24eb0b01,bebes,55,1627,1,750,20,13,13
0a5ae82bab180da12f59a70b21605f92,telefonia_fixa,55,1278,1,850,16,8,16
0a69d717eddde56680a2f9af307f2b05,beleza_saude,18,824,2,440,18,16,16
0a70bfd7366ebae1c146277751691546,consoles_games,48,720,1,200,19,13,17
0a783d7ce18a37749c3a059cf829564b,beleza_saude,58,2879,1,200,18,9,14
0a7b493260c6e450be47b7904193f75e,moveis_decoracao,43,1186,1,2600,51,21,34
0a8b35c2fbc824f7e1015cf330e6cc3c,esporte_lazer,55,2656,1,250,16,2,11
0a8f26369822d83b82d0d3e87908fbd4,informatica_acessorios,41,393,2,250,19,5,13
0a9bdadab17a9b0f258f64d11a0adf7b,moveis_decoracao,37,1090,1,7480,53,48,26
0aabfb375647d9738ad0f7b4ea3653b1,consoles_games,49,100,4,150,16,12,12
0ab00b4598ff704c2ab1de75c123092d,industria_comercio_e_negocios,58,855,2,12450,46,45,32
0ab20af8197d84bc8831765be67b4cc6,bebes,51,872,2,11100,38,47,44
0ac2a75d9c1e9688df3a7730a4ffad14,informatica_acessorios,44,116,2,300,50,4,40
0ad10ec3dc489499e5d7cd19b5181ffe,esporte_lazer,53,1048,1,21300,19,40,19
0adf970bf07772b0f8c88f664e146221,ferramentas_jardim,60,2253,5,3500,32,31,11
0ae10ca52e6cb8745e17c11e7c43907c,,,,,700,30,30,30
0afdab080dc525494d5a0adc4c1c0854,cama_mesa_banho,59,554,2,533,52,6,40
0b0172eb0fd18479d29c3bc122c058c2,eletronicos,53,265,2,150,22,13,15
0b039b61011417822882815943f13dac,eletronicos,41,711,1,150,30,10,20
0b0c04563408d8d1187cdbd6292a89fa,fashion_bolsas_e_acessorios,34,222,2,3400,20,50,40
0b18bdc51d81f585573501ece135a6fd,construcao_ferramentas_jardim,36,1041,1,500,17,17,16
0b2c18d8e73e17348a011241525cb089,relogios_presentes,60,1008,8,400,16,2,20
0b305b6bc4dbf84489cd367380955d18,esporte_lazer,41,255,1,500,20,30,20
0b3a130c2e54aecf33e3e1955fbeeb00,beleza_saude,54,635,1,650,18,12,12
0b3de7b77f38988388362460d76d884f,beleza_saude,31,838,3,350,20,12,15
0b41e00d58da605465f22bde5b7cf725,automotivo,45,556,1,11600,55,35,45
0b6a32b32a7dc68b12e8a0e0805c44d5,relogios_presentes,50,542,1,190,16,11,12
0b7142355a981ed9a8ba988a0b613dce,automotivo,57,868,2,1100,26,42,18
0b7fb806fe0194cc7eb473329c680e34,,,,,1000,28,11,28
0b814a3c8fa6dbb849df7c28c1bd6831,moveis_quarto,53,530,1,10700,93,63,11
0ba14c257ad706bacadec65dfdb3b740,,,,,300,16,10,11
0ba59273939ff2679f761fcdb05cd74c,utilidades_domesticas,27,739,2,500,17,28,11
0baaa6da9c9440c4655efd0762a0edcf,,,,,300,16,2,11
0bb7cb61f1957f79dac582ab66ccdc1f,utilidades_domesticas,45,561,2,553,18,9,15
0bb7d5c406dd6affef3cd4f5d6744844,,,,,200,16,2,11
0bb9709934061bd3316175ad24d90409,moveis_decoracao,51,1954,3,6400,80,4,55
0bb987ba9ab94c3db5f831375f9d8a5c,cama_mesa_banho,45,214,1,8800,35,19,44
0bbb557651f08b3c732d9836de4d0bc3,market_place,41,626,1,5600,60,15,40
0bbdc963004d9b2fd3427ee3c5ae3608,esporte_lazer,31,1479,3,150,23,7,12
0bcc3eeca39e1064258aa1e932269894,ferramentas_jardim,57,339,2,1800,37,22,40
0bdcdfb68f8b45a19fe06a348853cf4c,malas_acessorios,40,508,2,400,65,11,11
0bdd9a52d192d64770e33ae559512478,relogios_presentes,55,324,5,250,16,2,20
0be487faac01dd57fd7ed17cfbdf2dee,cama_mesa_banho,48,117,1,300,40,4,30
0be701e03657109a8a4d5168122777fb,esporte_lazer,32,282,2,4450,60,15,15
0becf258ac9a4ab1b6b3da6f0ad205fd,cama_mesa_banho,59,395,1,2000,16,10,16
0bed2811f66d80c67e51d3d9a5127233,telefonia,41,689,1,100,24,2,18
0bff7ada15fd3840490f79b2612db33b,papelaria,42,440,2,1775,39,22,22
0c002598a0876501a172ffcea9496008,cama_mesa_banho,53,768,4,9150,50,30,40
